Sr.No,Round,Institute,PG Program,Group,Category,Max GATE Score,Min GATE Score
294,Round 1,"National Institute of Technology, Kurukshetra",Machine Design,G1,OPEN,568,485
295,Round 1,"National Institute of Technology, Kurukshetra",Machine Design,G1,SC,335,279
296,Round 1,"National Institute of Technology, Kurukshetra",Structural Engineering,G1,ST,319,264
297,Round 1,"National Institute of Technology, Kurukshetra",Power Electronics & Drives,G1,OPEN,575,500
298,Round 1,"National Institute of Technology, Kurukshetra",Power Electronics & Drives,G1,SC,428,307
299,Round 1,"National Institute of Technology, Kurukshetra",Transportation Engineering,G1,OBC-NCL,452,417
300,Round 1,"National Institute of Technology, Kurukshetra",Transportation Engineering,G1,EWS,439,372
301,Round 1,"National Institute of Technology, Kurukshetra",Geotechnical Engineering,G1,EWS,352,344
302,Round 1,"National Institute of Technology, Kurukshetra",Geotechnical Engineering,G1,OPEN,488,419
303,Round 1,"National Institute of Technology, Kurukshetra",Renewable Energy Systems,G1,OPEN,525,414
304,Round 1,"National Institute of Technology, Kurukshetra",Geotechnical Engineering,G1,ST,260,260
305,Round 1,"National Institute of Technology, Kurukshetra",Production & Industrial Engineering,G1,OBC-NCL,402,370
306,Round 1,"National Institute of Technology, Kurukshetra",Production & Industrial Engineering,G1,EWS,348,347
307,Round 1,"National Institute of Technology, Kurukshetra",Renewable Energy Systems,G1,SC,275,267
308,Round 1,"National Institute of Technology, Kurukshetra",Renewable Energy Systems,G2,OBC-NCL,352,319
309,Round 1,"National Institute of Technology, Kurukshetra",Control System,G1,SC,318,297
310,Round 1,"National Institute of Technology, Kurukshetra",Control System,G1,ST,267,267
311,Round 1,"National Institute of Technology, Kurukshetra",Communication Systems,G1,OBC-NCL,442,404
312,Round 1,"National Institute of Technology, Kurukshetra",Production & Industrial Engineering,G1,SC,308,254
313,Round 1,"National Institute of Technology, Kurukshetra",Instrumentation,G1,OBC-NCL,400,353
314,Round 1,"National Institute of Technology, Kurukshetra",Communication Systems,G1,OPEN,525,446
315,Round 1,Malaviya National Institute of Technology Jaipur,Chemical Engineering,G1,EWS,314,314
316,Round 1,Malaviya National Institute of Technology Jaipur,Civil Engineering (Disaster Assessment and Mitigation),G1,OPEN,392,369
317,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Engineering and Management,G1,OPEN,583,364
318,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Engineering and Management,G1,SC,322,259
319,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Engineering and Management,G1,ST,170,170
320,Round 1,Malaviya National Institute of Technology Jaipur,Chemical Engineering,G1,SC,272,272
321,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",VLSI Design,G1,EWS,500,498
322,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",VLSI Design,G1,OPEN,529,515
323,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",VLSI Design,G1,SC,342,342
324,Round 1,Malaviya National Institute of Technology Jaipur,Chemical Engineering,G2,OBC-NCL,399,399
325,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Structural and Construction Engineering,G1,OBC-NCL,416,391
326,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Structural and Construction Engineering,G1,EWS,389,382
327,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering (Information Security),G1,EWS,460,460
328,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Structural and Construction Engineering,G1,ST,308,250
329,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Thermal Engineering,G1,OBC-NCL,370,337
330,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering (Information Security),G1,OPEN,521,508
331,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Geotechnical & Geo-environmental Engineering,G1,SC,293,290
332,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial Engineering,G1,OPEN,402,362
333,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Thermal Engineering,G1,OPEN,416,385
334,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Thermal Engineering,G1,SC,251,251
335,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Manufacturing Technology,G1,OPEN,378,355
336,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Manufacturing Technology,G1,SC,247,247
337,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Engineering and Management,G1,OBC-NCL,317,285
338,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Control and Instrumentation Engineering,G2,OPEN,432,396
339,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Control and Instrumentation Engineering,G2,SC,253,253
340,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Design Engineering,G1,OBC-NCL,394,333
341,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Design Engineering,G1,EWS,373,327
342,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Renewable Energy,G1,EWS,353,345
343,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electronics and Communication Engineering,G1,OBC-NCL,398,362
344,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electronics and Communication Engineering,G1,EWS,355,355
345,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Renewable Energy,G1,OPEN,415,396
346,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Biotechnology,G1,OBC-NCL,375,330
347,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Biotechnology,G1,EWS,381,381
348,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Biotechnology,G1,OPEN,511,454
349,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electronics and Communication Engineering,G1,SC,308,267
350,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Chemical Engineering,G1,OBC-NCL,329,329
351,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Chemical Engineering,G2,EWS,306,306
352,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Chemical Engineering,G2,OPEN,392,370
353,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Geotechnical & Geo-environmental Engineering,G1,OBC-NCL,386,378
354,Round 1,"Central University of Punjab, Bathinda, Punjab",Computer Science & Technology,G1,OPEN,433,368
355,Round 1,"Central University of Punjab, Bathinda, Punjab",Computer Science and  Engineering (Cyber Security),G1,EWS,319,319
356,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Control and Instrumentation Engineering,G1,OBC-NCL,341,311
357,Round 1,"Central University of Punjab, Bathinda, Punjab",Computer Science and  Engineering (Cyber Security),G1,SC,245,245
358,Round 1,"Guru Ghasidas Vishwavidyalaya, Bilaspur",Information Technology,G1,OBC-NCL,346,346
359,Round 1,"Guru Ghasidas Vishwavidyalaya, Bilaspur",Information Technology,G1,OPEN,363,350
360,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Control and Instrumentation Engineering,G1,OPEN,443,358
361,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Biomedical Engineering,G1,EWS,381,332
362,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Biomedical Engineering,G1,OPEN,654,437
363,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Biomedical Engineering,G1,SC,266,195
364,Round 1,"Guru Ghasidas Vishwavidyalaya, Bilaspur",CAD/CAM-ROBOTICS,G1,OPEN,405,360
365,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Control System & Instrumentation,G1,EWS,318,318
366,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Control System & Instrumentation,G1,OPEN,710,453
367,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Control System & Instrumentation,G1,SC,318,318
368,Round 1,"Guru Ghasidas Vishwavidyalaya, Bilaspur",Structural Engineering,G1,OBC-NCL,346,329
369,Round 1,"Guru Ghasidas Vishwavidyalaya, Bilaspur",Structural Engineering,G1,OPEN,448,350
370,Round 1,"National Institute of Technology, Andhra Pradesh",Manufacturing Engineering,G1,SC,261,251
371,Round 1,"National Institute of Technology, Andhra Pradesh",Power Electronics & Drives,G1,OBC-NCL,422,410
372,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Data Science,G1,EWS,545,545
373,Round 1,"National Institute of Technology, Andhra Pradesh",Power Electronics & Drives,G1,OPEN,496,468
374,Round 1,"National Institute of Technology, Andhra Pradesh",Power Electronics & Drives,G1,SC,321,321
375,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Data Science,G1,OPEN,746,559
376,Round 1,"National Institute of Technology, Andhra Pradesh",Chemical Engineering,G1,OBC-NCL,330,325
377,Round 1,"National Institute of Technology, Andhra Pradesh",Chemical Engineering,G1,OPEN,375,350
378,Round 1,"National Institute of Technology, Andhra Pradesh",Chemical Engineering,G1,SC,224,201
379,Round 1,"National Institute of Technology, Andhra Pradesh",Computer Science and Data Analytics,G1,OBC-NCL,425,372
380,Round 1,"National Institute of Technology, Andhra Pradesh",Thermal Engineering,G1,OBC-NCL,343,323
381,Round 1,"National Institute of Technology, Andhra Pradesh",Computer Science and Data Analytics,G1,OPEN,539,473
382,Round 1,"National Institute of Technology, Andhra Pradesh",Computer Science and Data Analytics,G1,SC,313,297
383,Round 1,"National Institute of Technology, Andhra Pradesh",Computer Science and Data Analytics,G1,ST,311,311
384,Round 1,"National Institute of Technology, Andhra Pradesh",Thermal Engineering,G1,OPEN,484,390
385,Round 1,"National Institute of Technology, Andhra Pradesh",Thermal Engineering,G1,SC,283,283
386,Round 1,National Institute of Technology Raipur,Thermal Engineering,G1,OBC-NCL,359,330
387,Round 1,National Institute of Technology Raipur,Thermal Engineering,G1,EWS,327,327
388,Round 1,National Institute of Technology Raipur,Machine Design,G2,OBC-NCL,386,378
389,Round 1,National Institute of Technology Raipur,Machine Design,G2,OPEN,561,561
390,Round 1,National Institute of Technology Raipur,Thermal Engineering,G1,OPEN,496,416
391,Round 1,National Institute of Technology Raipur,Thermal Engineering,G1,SC,351,348
392,Round 1,National Institute of Technology Raipur,Information Technology,G3,OBC-NCL,499,499
393,Round 1,National Institute of Technology Raipur,Information Technology,G3,OPEN,550,550
394,Round 1,National Institute of Technology Raipur,Information Technology,G3,SC,289,289
395,Round 1,National Institute of Technology Raipur,Power System & Control,G1,OBC-NCL,369,364
396,Round 1,National Institute of Technology Raipur,Power System & Control,G1,EWS,332,332
397,Round 1,National Institute of Technology Raipur,Industrial Engineering & Management,G1,EWS,382,382
398,Round 1,National Institute of Technology Raipur,Industrial Engineering & Management,G1,OPEN,585,480
399,Round 1,National Institute of Technology Raipur,Industrial Engineering & Management,G1,ST,355,355
400,Round 1,National Institute of Technology Raipur,Industrial Engineering & Management,G2,OBC-NCL,405,405
401,Round 1,National Institute of Technology Raipur,Power System & Control,G1,OPEN,575,407
402,Round 1,National Institute of Technology Raipur,Power System & Control,G1,SC,339,278
403,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Opto Electronics and  Communication systems (Lasers and Electro Optics),G1,EWS,365,365
404,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Opto Electronics and  Communication systems (Lasers and Electro Optics),G1,OPEN,432,385
405,Round 1,National Institute of Technology Raipur,Industrial Engineering & Management,G2,OPEN,482,469
406,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Opto Electronics and  Communication systems (Optical Communication and Photonics),G1,OBC-NCL,341,321
407,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Opto Electronics and  Communication systems (Optical Communication and Photonics),G1,OPEN,499,371
408,Round 1,National Institute of Technology Raipur,Industrial Engineering & Management,G2,SC,331,331
409,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Mechanical Engineering (Marine Engineering),G1,SC,317,251
410,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Mechanical Engineering (Mechanical System Design),G1,OBC-NCL,392,366
411,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Technology Management,G1,OPEN,478,364
412,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Mechanical Engineering (Mechanical System Design),G1,OPEN,571,460
413,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Mechanical Engineering (Mechanical System Design),G1,SC,301,301
414,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Technology Management,G1,SC,219,219
415,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Materials Science and Chemical Technology (Materials Science and Technology),G1,OPEN,704,429
416,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Materials Science and Chemical Technology (Materials Science and Technology),G1,SC,241,219
417,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Modeling and Simulation,G1,SC,273,273
418,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Mechanical Engineering (Armament and Combat Vehicles),G1,EWS,339,339
419,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Mechanical Engineering (Armament and Combat Vehicles),G1,OPEN,574,441
